"No.","Time","Source","Destination","Protocol","Length","Info"
"2640","4.486084","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2641","4.486137","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12529 Ack=398812 Win=128160 Len=0 TSval=247168425 TSecr=3719275213"
"2642","4.486137","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12529 Ack=401708 Win=125280 Len=0 TSval=247168425 TSecr=3719275213"
"2643","4.486204","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12529 Ack=404604 Win=122368 Len=0 TSval=247168425 TSecr=3719275213"
"2644","4.486612","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2645","4.486616","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2646","4.486617","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2647","4.486619","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2648","4.486621","54.192.103.131","192.168.1.81","TLSv1.2","593","Application Data"
"2649","4.486667","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12529 Ack=407500 Win=119488 Len=0 TSval=247168425 TSecr=3719275213"
"2650","4.486667","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12529 Ack=410396 Win=116576 Len=0 TSval=247168425 TSecr=3719275213"
"2651","4.486677","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12529 Ack=410923 Win=116064 Len=0 TSval=247168425 TSecr=3719275213"
"2652","4.487093","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=12529 Ack=410923 Win=131072 Len=0 TSval=247168425 TSecr=3719275213"
"2653","4.488107","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2654","4.488585","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2655","4.488588","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2656","4.488589","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2657","4.488590","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2658","4.488591","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2659","4.488592","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2660","4.488593","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2661","4.488648","54.192.103.131","192.168.1.81","SSL","459","[SSL segment of a reassembled PDU]"
"2662","4.488659","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=8835 Ack=230721 Win=129600 Len=0 TSval=247168427 TSecr=3725459108"
"2663","4.488659","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=8835 Ack=233617 Win=126720 Len=0 TSval=247168427 TSecr=3725459108"
"2664","4.488659","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=8835 Ack=236513 Win=123808 Len=0 TSval=247168427 TSecr=3725459108"
"2665","4.488659","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=8835 Ack=239409 Win=120928 Len=0 TSval=247168427 TSecr=3725459108"
"2666","4.488724","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=8835 Ack=239802 Win=120512 Len=0 TSval=247168427 TSecr=3725459108"
"2667","4.488724","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 59000 > 443 [ACK] Seq=8835 Ack=239802 Win=131072 Len=0 TSval=247168427 TSecr=3725459108"
"2668","4.491641","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2669","4.495265","192.168.1.81","54.192.103.131","SSL","535","[SSL segment of a reassembled PDU]"
"2670","4.495343","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2671","4.497087","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2672","4.500413","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2673","4.500811","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2674","4.500816","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2675","4.500817","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2676","4.500819","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2677","4.500821","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2678","4.500822","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2679","4.500824","54.192.103.131","192.168.1.81","TLSv1.2","361","Application Data"
"2680","4.500868","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7294 Ack=199657 Win=129600 Len=0 TSval=247168437 TSecr=3915082906"
"2681","4.500868","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7294 Ack=202553 Win=128160 Len=0 TSval=247168437 TSecr=3915082906"
"2682","4.500869","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7294 Ack=205449 Win=125280 Len=0 TSval=247168437 TSecr=3915082906"
"2683","4.500869","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=7294 Ack=205449 Win=131072 Len=0 TSval=247168437 TSecr=3915082906"
"2684","4.500922","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7294 Ack=207192 Win=129312 Len=0 TSval=247168437 TSecr=3915082906"
"2685","4.502932","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2686","4.508578","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2687","4.509409","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2688","4.509412","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2689","4.509413","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2690","4.509414","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2691","4.509415","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2692","4.509415","54.192.103.131","192.168.1.81","TLSv1.2","1210","Application Data"
"2693","4.509500","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=11960 Ack=294400 Win=129600 Len=0 TSval=247168444 TSecr=3725459110"
"2694","4.509500","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=11960 Ack=297296 Win=128160 Len=0 TSval=247168444 TSecr=3725459110"
"2695","4.509500","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=11960 Ack=300192 Win=125280 Len=0 TSval=247168444 TSecr=3725459110"
"2696","4.509500","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58995 > 443 [ACK] Seq=11960 Ack=300192 Win=131072 Len=0 TSval=247168444 TSecr=3725459110"
"2697","4.509500","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=11960 Ack=301336 Win=129920 Len=0 TSval=247168444 TSecr=3725459110"
"2698","4.511018","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2699","4.513619","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2700","4.514048","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2701","4.514050","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2702","4.514050","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2703","4.514051","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2704","4.514052","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2705","4.514053","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2706","4.514054","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2707","4.514055","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2708","4.514138","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2709","4.514146","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=9304 Ack=242698 Win=129600 Len=0 TSval=247168448 TSecr=3725459111"
"2710","4.514147","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=9304 Ack=245594 Win=128160 Len=0 TSval=247168448 TSecr=3725459111"
"2711","4.514147","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 59000 > 443 [ACK] Seq=9304 Ack=245594 Win=131072 Len=0 TSval=247168448 TSecr=3725459111"
"2712","4.514147","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=281293 Win=128160 Len=0 TSval=247168448 TSecr=3719275216"
"2713","4.514147","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=9304 Ack=248490 Win=128160 Len=0 TSval=247168448 TSecr=3725459111"
"2714","4.514207","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=282741 Win=131072 Len=0 TSval=247168448 TSecr=3719275216"
"2715","4.514898","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2716","4.514900","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2717","4.514901","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2718","4.514902","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2719","4.514902","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2720","4.514903","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2721","4.514904","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2722","4.514905","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2723","4.514906","54.192.103.131","192.168.1.81","TLSv1.2","388","Application Data"
"2724","4.514989","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=285637 Win=128160 Len=0 TSval=247168449 TSecr=3719275216"
"2725","4.514989","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58991 > 443 [ACK] Seq=12451 Ack=285637 Win=131072 Len=0 TSval=247168449 TSecr=3719275216"
"2726","4.514989","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=288533 Win=128160 Len=0 TSval=247168449 TSecr=3719275216"
"2727","4.514989","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58991 > 443 [ACK] Seq=12451 Ack=288533 Win=131072 Len=0 TSval=247168449 TSecr=3719275216"
"2728","4.514990","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=291429 Win=128160 Len=0 TSval=247168449 TSecr=3719275216"
"2729","4.514990","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=294325 Win=125280 Len=0 TSval=247168449 TSecr=3719275216"
"2730","4.514990","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=12451 Ack=294647 Win=124928 Len=0 TSval=247168449 TSecr=3719275216"
"2731","4.514990","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58991 > 443 [ACK] Seq=12451 Ack=294647 Win=131072 Len=0 TSval=247168449 TSecr=3719275216"
"2732","4.515790","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2733","4.515794","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2734","4.515795","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2735","4.515796","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2736","4.515798","54.192.103.131","192.168.1.81","SSL","233","[SSL segment of a reassembled PDU]"
"2737","4.515834","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=9304 Ack=251386 Win=129600 Len=0 TSval=247168449 TSecr=3725459111"
"2738","4.515842","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=9304 Ack=254282 Win=126720 Len=0 TSval=247168449 TSecr=3725459111"
"2739","4.515846","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=9304 Ack=255897 Win=125088 Len=0 TSval=247168449 TSecr=3725459111"
"2740","4.515868","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 59000 > 443 [ACK] Seq=9304 Ack=255897 Win=131072 Len=0 TSval=247168449 TSecr=3725459111"
"2741","4.516493","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2742","4.516496","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2743","4.516544","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12998 Ack=413819 Win=128160 Len=0 TSval=247168450 TSecr=3719275216"
"2744","4.517160","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2745","4.517164","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2746","4.517175","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=12998 Ack=413819 Win=131072 Len=0 TSval=247168450 TSecr=3719275216"
"2747","4.517225","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12998 Ack=416715 Win=128160 Len=0 TSval=247168450 TSecr=3719275216"
"2748","4.517623","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=12998 Ack=416715 Win=131072 Len=0 TSval=247168451 TSecr=3719275216"
"2749","4.517672","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2750","4.518026","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2751","4.518028","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2752","4.518029","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2753","4.518030","54.192.103.131","192.168.1.81","TLSv1.2","1135","Application Data"
"2754","4.518069","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12998 Ack=419611 Win=128160 Len=0 TSval=247168451 TSecr=3719275216"
"2755","4.518075","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=12998 Ack=419611 Win=131072 Len=0 TSval=247168451 TSecr=3719275216"
"2756","4.518079","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=12998 Ack=422128 Win=128544 Len=0 TSval=247168451 TSecr=3719275216"
"2757","4.520247","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2758","4.520431","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2759","4.520481","192.168.1.81","54.192.103.131","SSL","535","[SSL segment of a reassembled PDU]"
"2760","4.520797","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2761","4.520800","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2762","4.520801","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2763","4.520802","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2764","4.520802","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2765","4.520803","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2766","4.520804","54.192.103.131","192.168.1.81","TLSv1.2","1119","Application Data"
"2767","4.520852","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7763 Ack=210088 Win=129600 Len=0 TSval=247168453 TSecr=3915082908"
"2768","4.520852","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7763 Ack=212984 Win=128160 Len=0 TSval=247168453 TSecr=3915082908"
"2769","4.520853","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=7763 Ack=212984 Win=131072 Len=0 TSval=247168453 TSecr=3915082908"
"2770","4.520853","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7763 Ack=215880 Win=128160 Len=0 TSval=247168453 TSecr=3915082908"
"2771","4.520860","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=7763 Ack=215880 Win=131072 Len=0 TSval=247168453 TSecr=3915082908"
"2772","4.520860","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=7763 Ack=218381 Win=128544 Len=0 TSval=247168453 TSecr=3915082908"
"2773","4.521650","54.192.103.131","192.168.1.81","TCP","1514","[TCP Retransmission] [TCP segment of a reassembled PDU]"
"2774","4.522533","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2775","4.527146","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2776","4.527672","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2777","4.527690","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2778","4.527691","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2779","4.527694","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2780","4.527695","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2781","4.527698","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2782","4.527699","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2783","4.527701","54.192.103.131","192.168.1.81","TLSv1.2","940","Application Data"
"2784","4.527849","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=12429 Ack=304232 Win=129600 Len=0 TSval=247168459 TSecr=3725459112"
"2785","4.527849","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=12429 Ack=307128 Win=128160 Len=0 TSval=247168459 TSecr=3725459112"
"2786","4.527849","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=12429 Ack=308576 Win=131072 Len=0 TSval=247168459 TSecr=3725459112"
"2787","4.527849","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=12429 Ack=311472 Win=128160 Len=0 TSval=247168459 TSecr=3725459112"
"2788","4.527849","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=12429 Ack=312920 Win=126720 Len=0 TSval=247168459 TSecr=3725459112"
"2789","4.527849","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=12429 Ack=313794 Win=125824 Len=0 TSval=247168459 TSecr=3725459112"
"2790","4.529773","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"2791","4.534273","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2792","4.534832","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2793","4.534834","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2794","4.534835","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2795","4.534836","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2796","4.534837","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2797","4.534838","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"2798","4.534838","54.192.103.131","192.168.1.81","TLSv1.2","83","Application Data"
