"No.","Time","Source","Destination","Protocol","Length","Info"
"2698","7.115084000","104.193.82.52","172.20.7.83","TCP","74","80 > 57051 [SYN, ACK] Seq=0 Ack=1 Win=2000 Len=0 MSS=1460 WS=32 SACK_PERM=1 TSval=16141045 TSecr=1626194947"
"2699","7.115088000","216.58.216.102","172.20.7.83","TLSv1.2","122","Application Data"
"2700","7.115232000","216.58.216.102","172.20.7.83","TLSv1.2","108","Application Data"
"2701","7.115248000","172.20.7.83","104.193.82.52","TCP","66","57051 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626195065 TSecr=16141045"
"2702","7.115249000","172.20.7.83","216.58.216.102","TCP","66","57022 > 443 [ACK] Seq=734 Ack=211 Win=131648 Len=0 TSval=1626195065 TSecr=2575496562"
"2703","7.115302000","172.20.7.83","216.58.216.102","TCP","66","57022 > 443 [ACK] Seq=734 Ack=253 Win=131616 Len=0 TSval=1626195065 TSecr=2575496562"
"2704","7.120611000","69.172.216.55","172.20.7.83","TLSv1.2","348","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2705","7.120701000","172.20.7.83","69.172.216.55","TCP","66","57020 > 443 [ACK] Seq=860 Ack=2655 Win=130784 Len=0 TSval=1626195070 TSecr=919429259"
"2706","7.120868000","172.20.7.83","173.192.220.64","HTTP","694","GET /site/27449?ret=html&limit=4&phint=eid%3D1650&phint=tcat%3D&phint=cg%3D4cd47fdd1500a6028724b114fcbc0f3b&phint=fm_segment%3D&phint=pageid%3D2057337&phint=referrer%3D&phint=user_type%3D11 HTTP/1.1 "
"2707","7.121656000","69.172.216.55","172.20.7.83","TLSv1.2","348","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2708","7.121660000","74.125.228.249","172.20.7.83","TCP","74","80 > 57058 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=226622191 TSecr=1626195028 WS=128"
"2709","7.121725000","172.20.7.83","69.172.216.55","TCP","66","57019 > 443 [ACK] Seq=860 Ack=2655 Win=130784 Len=0 TSval=1626195071 TSecr=309242801"
"2710","7.121786000","172.20.7.83","74.125.228.249","TCP","66","57058 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626195071 TSecr=226622191"
"2711","7.121836000","74.125.228.249","172.20.7.83","TCP","74","80 > 57059 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=226624015 TSecr=1626195028 WS=128"
"2712","7.121874000","172.20.7.83","74.125.228.249","TCP","66","57059 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626195071 TSecr=226624015"
"2713","7.129502000","104.193.82.52","172.20.7.83","TCP","74","80 > 57052 [SYN, ACK] Seq=0 Ack=1 Win=2000 Len=0 MSS=1460 WS=32 SACK_PERM=1 TSval=16141048 TSecr=1626194962"
"2714","7.129586000","172.20.7.83","104.193.82.52","TCP","66","57052 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626195078 TSecr=16141048"
"2715","7.132025000","104.87.153.86","172.20.7.83","TCP","74","[TCP Out-Of-Order] 80 > 57047 [SYN, ACK] Seq=0 Ack=1 Win=28240 Len=0 MSS=1424 SACK_PERM=1 TSval=1036134876 TSecr=1626194892 WS=32"
"2716","7.132106000","172.20.7.83","104.87.153.86","TCP","66","[TCP Dup ACK 2622#1] 57047 > 80 [ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626195080 TSecr=1036134876"
"2717","7.134851000","216.58.216.102","172.20.7.83","TCP","74","80 > 57055 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3539166562 TSecr=1626195012 WS=128"
"2718","7.134938000","172.20.7.83","216.58.216.102","TCP","66","57055 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626195082 TSecr=3539166562"
"2719","7.143422000","172.20.7.83","72.21.91.8","HTTP","502","GET /js/253678123.js HTTP/1.1 "
"2720","7.149348000","119.254.11.66","172.20.7.83","ICMP","94","Destination unreachable (Host administratively prohibited)"
"2721","7.151931000","74.121.142.217","172.20.7.83","TCP","54","443 > 57032 [ACK] Seq=1 Ack=518 Win=30720 Len=0"
"2722","7.152528000","104.193.82.52","172.20.7.83","TCP","74","80 > 57053 [SYN, ACK] Seq=0 Ack=1 Win=2000 Len=0 MSS=1460 WS=32 SACK_PERM=1 TSval=16141055 TSecr=1626194996"
"2723","7.152618000","172.20.7.83","104.193.82.52","TCP","66","57053 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626195098 TSecr=16141055"
"2724","7.153131000","74.125.228.237","172.20.7.83","TCP","74","443 > 57060 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=226519118 TSecr=1626195046 WS=128"
"2725","7.153191000","172.20.7.83","74.125.228.237","TCP","66","57060 > 443 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626195099 TSecr=226519118"
"2726","7.154159000","119.254.11.66","172.20.7.83","ICMP","94","Destination unreachable (Host administratively prohibited)"
"2727","7.154162000","104.193.82.52","172.20.7.83","TCP","74","80 > 57054 [SYN, ACK] Seq=0 Ack=1 Win=2000 Len=0 MSS=1460 WS=32 SACK_PERM=1 TSval=16141055 TSecr=1626194996"
"2728","7.154231000","172.20.7.83","104.193.82.52","TCP","66","57054 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626195100 TSecr=16141055"
"2729","7.155032000","74.121.142.217","172.20.7.83","TCP","54","443 > 57033 [ACK] Seq=1 Ack=518 Win=30720 Len=0"
"2730","7.155190000","74.121.142.217","172.20.7.83","TLSv1.2","1514","Server Hello"
"2731","7.155193000","74.121.142.217","172.20.7.83","TLSv1.2","1514","Certificate"
"2732","7.155254000","172.20.7.83","74.121.142.217","TCP","54","57032 > 443 [ACK] Seq=518 Ack=2921 Win=259200 Len=0"
"2733","7.155254000","172.20.7.83","74.121.142.217","TCP","54","[TCP Window Update] 57032 > 443 [ACK] Seq=518 Ack=2921 Win=262144 Len=0"
"2734","7.155318000","74.121.142.217","172.20.7.83","TLSv1.2","63","Server Hello Done"
"2735","7.155352000","172.20.7.83","74.121.142.217","TCP","54","57032 > 443 [ACK] Seq=518 Ack=2930 Win=262112 Len=0"
"2736","7.157395000","172.20.7.83","74.121.142.217","TLSv1.2","245","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"2737","7.157998000","74.121.142.217","172.20.7.83","TLSv1.2","1514","Server Hello"
"2738","7.158253000","74.121.142.217","172.20.7.83","TLSv1.2","1514","Certificate"
"2739","7.158257000","74.121.142.217","172.20.7.83","TLSv1.2","63","Server Hello Done"
"2740","7.158324000","172.20.7.83","74.121.142.217","TCP","54","57033 > 443 [ACK] Seq=518 Ack=2921 Win=259200 Len=0"
"2741","7.158324000","172.20.7.83","74.121.142.217","TCP","54","57033 > 443 [ACK] Seq=518 Ack=2930 Win=259200 Len=0"
"2742","7.160205000","172.20.7.83","74.121.142.217","TCP","54","[TCP Window Update] 57033 > 443 [ACK] Seq=518 Ack=2930 Win=262144 Len=0"
"2743","7.161972000","104.70.72.220","172.20.7.83","TCP","66","443 > 57028 [ACK] Seq=1 Ack=253 Win=29312 Len=0 TSval=1027844033 TSecr=1626195042"
"2744","7.162208000","104.70.72.220","172.20.7.83","TCP","66","443 > 57029 [ACK] Seq=1 Ack=253 Win=30048 Len=0 TSval=1027844032 TSecr=1626195042"
"2745","7.162712000","172.20.7.83","74.121.142.217","TLSv1.2","245","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"2746","7.163519000","104.70.55.222","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2747","7.163595000","172.20.7.83","104.70.55.222","TCP","66","57008 > 443 [ACK] Seq=348 Ack=3790 Win=130816 Len=0 TSval=1626195107 TSecr=1463132030"
"2748","7.165146000","104.70.72.220","172.20.7.83","TLSv1.2","1514","Server Hello"
"2749","7.165150000","104.70.72.220","172.20.7.83","TLSv1.2","1514","Certificate"
"2750","7.165151000","104.70.72.220","172.20.7.83","TLSv1.2","403","Server Key Exchange"
"2751","7.165238000","172.20.7.83","104.70.72.220","TCP","66","57029 > 443 [ACK] Seq=253 Ack=2897 Win=128864 Len=0 TSval=1626195108 TSecr=1027844034"
"2752","7.165238000","172.20.7.83","104.70.72.220","TCP","66","57029 > 443 [ACK] Seq=253 Ack=3234 Win=128512 Len=0 TSval=1626195108 TSecr=1027844034"
"2753","7.165449000","104.70.72.220","172.20.7.83","TLSv1.2","1514","Server Hello"
"2754","7.165452000","104.70.72.220","172.20.7.83","TLSv1.2","1514","Certificate"
"2755","7.165497000","172.20.7.83","104.70.72.220","TCP","66","57028 > 443 [ACK] Seq=253 Ack=2897 Win=128416 Len=0 TSval=1626195108 TSecr=1027844035"
"2756","7.165715000","104.70.72.220","172.20.7.83","TLSv1.2","403","Server Key Exchange"
"2757","7.165765000","172.20.7.83","104.70.72.220","TCP","66","57028 > 443 [ACK] Seq=253 Ack=3234 Win=128064 Len=0 TSval=1626195108 TSecr=1027844035"
"2758","7.167105000","172.20.7.83","104.70.72.220","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"2759","7.168193000","172.20.7.83","104.70.72.220","TCP","66","[TCP Window Update] 57028 > 443 [ACK] Seq=253 Ack=3234 Win=131072 Len=0 TSval=1626195110 TSecr=1027844035"
"2760","7.169374000","172.20.7.83","104.70.72.220","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"2761","7.171745000","172.20.7.83","106.39.164.146","HTTP","1139","GET /log.ashx?type1=J&type2=A&pin=-&uuid=137565098&sid=137565098|1&utmp=http%3A%2F%2Fwww.jd.com%2F&referrer=-&jinfo=UA-J2011-1||1||24-bit||1440x900||en-us||GBK||%E4%BA%AC%E4%B8%9C(JD.COM)-%E7%BB%BC%E5%90%88%E7%BD%91%E8%B4%AD%E9%A6%96%E9%80%89-%E6%AD%A3%E5%93%81%E4%BD%8E%E4%BB%B7%E3%80%81%E5%93%81%E8%B4%A8%E4%BF%9D%E9%9A%9C%E3%80%81%E9%85%8D%E9%80%81%E5%8F%8A%E6%97%B6%E3%80%81%E8%BD%BB%E6%9D%BE%E8%B4%AD%E7%89%A9%EF%BC%81||www.jd.com||19.0%20r0||mac||chrome||45.0.2454.101||1444619534||1444619534||1444619534||1||7||direct||-||none||-||0||-||-&data=1444622398337&callback=jQuery7701608&_=1444622398364 HTTP/1.1 "
"2762","7.173112000","173.192.220.64","172.20.7.83","TCP","54","80 > 56946 [ACK] Seq=1 Ack=641 Win=8190 Len=0"
"2763","7.174863000","104.70.55.222","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2764","7.174952000","172.20.7.83","104.70.55.222","TCP","66","57010 > 443 [ACK] Seq=348 Ack=3790 Win=130816 Len=0 TSval=1626195115 TSecr=1463132046"
"2765","7.179687000","216.38.162.131","172.20.7.83","TCP","66","443 > 57030 [ACK] Seq=1 Ack=255 Win=8576 Len=0 TSval=699410520 TSecr=1626195048"
"2766","7.179956000","216.38.162.131","172.20.7.83","TLSv1.2","1402","Server Hello"
"2767","7.179959000","216.38.162.131","172.20.7.83","TCP","1402","[TCP segment of a reassembled PDU]"
"2768","7.179993000","216.38.162.131","172.20.7.83","TLSv1.2","819","Certificate"
"2769","7.180028000","172.20.7.83","216.38.162.131","TCP","66","57030 > 443 [ACK] Seq=255 Ack=1337 Win=130432 Len=0 TSval=1626195119 TSecr=699410520"
"2770","7.180028000","172.20.7.83","216.38.162.131","TCP","66","57030 > 443 [ACK] Seq=255 Ack=2673 Win=129088 Len=0 TSval=1626195119 TSecr=699410520"
"2771","7.180104000","172.20.7.83","216.38.162.131","TCP","66","57030 > 443 [ACK] Seq=255 Ack=3426 Win=128320 Len=0 TSval=1626195119 TSecr=699410520"
"2772","7.180300000","216.38.162.131","172.20.7.83","TCP","66","443 > 57031 [ACK] Seq=1 Ack=255 Win=8576 Len=0 TSval=699410520 TSecr=1626195048"
"2773","7.180303000","216.38.162.131","172.20.7.83","TLSv1.2","1402","Server Hello"
"2774","7.180345000","172.20.7.83","216.38.162.131","TCP","66","57031 > 443 [ACK] Seq=255 Ack=1337 Win=130432 Len=0 TSval=1626195119 TSecr=699410520"
"2775","7.180442000","216.38.162.131","172.20.7.83","TCP","1402","[TCP segment of a reassembled PDU]"
"2776","7.180485000","172.20.7.83","216.38.162.131","TCP","66","57031 > 443 [ACK] Seq=255 Ack=2673 Win=129088 Len=0 TSval=1626195119 TSecr=699410520"
"2777","7.180967000","216.38.162.131","172.20.7.83","TLSv1.2","819","Certificate"
"2778","7.181009000","172.20.7.83","216.38.162.131","TCP","66","57031 > 443 [ACK] Seq=255 Ack=3426 Win=128320 Len=0 TSval=1626195120 TSecr=699410520"
"2779","7.181301000","172.20.7.83","216.38.162.131","TLSv1.2","408","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2780","7.182084000","172.20.7.83","216.38.162.131","TLSv1.2","408","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2781","7.182351000","104.70.75.179","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2782","7.182401000","172.20.7.83","104.70.75.179","TCP","66","57011 > 443 [ACK] Seq=344 Ack=3790 Win=130816 Len=0 TSval=1626195121 TSecr=541477417"
"2783","7.184252000","104.70.75.179","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2784","7.184322000","172.20.7.83","104.70.75.179","TCP","66","57012 > 443 [ACK] Seq=344 Ack=3790 Win=130816 Len=0 TSval=1626195123 TSecr=541477420"
"2785","7.185690000","104.70.75.179","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2786","7.185761000","172.20.7.83","104.70.75.179","TCP","66","57013 > 443 [ACK] Seq=344 Ack=3790 Win=130816 Len=0 TSval=1626195124 TSecr=541477421"
"2787","7.191084000","172.20.7.83","216.58.216.234","TLSv1.2","119","Application Data"
"2788","7.191180000","172.20.7.83","216.58.216.234","TLSv1.2","116","Application Data"
"2789","7.191236000","172.20.7.83","216.58.216.234","TLSv1.2","108","Application Data"
"2790","7.191642000","172.20.7.83","74.125.228.237","TLSv1.2","583","Client Hello"
"2791","7.202036000","50.16.234.248","172.20.7.83","TCP","74","80 > 57057 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=547007049 TSecr=1626195026 WS=256"
"2792","7.202128000","172.20.7.83","50.16.234.248","TCP","66","57057 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626195140 TSecr=547007049"
"2793","7.202128000","172.20.7.83","216.58.216.102","HTTP","1256","GET /N3842/adi/ebay.fr.homepage.cchp/atf;items=;ice=;ccode=;sz=300x250;u=i_406246381029506514%7Cm_588174;;seg=GL_AllRegisteredUsers;seg=GL_Visitors;dcopt=ist;tile=1;ot=1;um=0;us=13;eb_trk=588174;pr=20;xp=20;np=20;uz=Unknown;fbi=;sbi=;fbo=;sbo=;fse=;sse=;fvi=;svi=;cg=4cd47fdd1500a6028724b114fcbc0f3b;ord=1444622397158; HTTP/1.1 "
"2794","7.202220000","50.16.234.248","172.20.7.83","TCP","74","80 > 57056 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=547006997 TSecr=1626195026 WS=256"
"2795","7.202262000","172.20.7.83","50.16.234.248","TCP","66","57056 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626195140 TSecr=547006997"
"2796","7.203308000","72.21.91.8","172.20.7.83","TCP","66","80 > 57045 [ACK] Seq=1 Ack=437 Win=15872 Len=0 TSval=3073400462 TSecr=1626195090"
"2797","7.204304000","72.21.91.8","172.20.7.83","HTTP","505","HTTP/1.1 304 Not Modified "
"2798","7.204372000","172.20.7.83","72.21.91.8","TCP","66","57045 > 80 [ACK] Seq=437 Ack=440 Win=131328 Len=0 TSval=1626195141 TSecr=3073400462"
"2799","7.213237000","216.58.216.194","172.20.7.83","TCP","66","443 > 55992 [ACK] Seq=8242 Ack=691 Win=703 Len=0 TSval=3192836228 TSecr=1626195065"
"2800","7.223103000","69.172.216.111","172.20.7.83","TLSv1","332","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2801","7.223196000","172.20.7.83","69.172.216.111","TCP","66","57016 > 443 [ACK] Seq=721 Ack=2996 Win=130784 Len=0 TSval=1626195159 TSecr=1712713176"
"2802","7.223307000","69.172.216.111","172.20.7.83","TLSv1","332","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2803","7.223355000","172.20.7.83","69.172.216.111","TCP","66","57017 > 443 [ACK] Seq=721 Ack=2996 Win=130784 Len=0 TSval=1626195159 TSecr=1218969257"
"2804","7.223644000","69.172.216.111","172.20.7.83","TLSv1","332","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2805","7.223693000","172.20.7.83","69.172.216.111","TCP","66","57015 > 443 [ACK] Seq=721 Ack=2996 Win=130784 Len=0 TSval=1626195159 TSecr=2548376312"
"2806","7.225069000","74.121.142.217","172.20.7.83","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2807","7.225141000","172.20.7.83","74.121.142.217","TCP","54","57032 > 443 [ACK] Seq=709 Ack=3188 Win=261856 Len=0"
"2808","7.227618000","104.87.153.86","172.20.7.83","TCP","66","80 > 57046 [FIN, ACK] Seq=1 Ack=2 Win=28960 Len=0 TSval=1036149030 TSecr=1626195038"
"2809","7.227717000","172.20.7.83","104.87.153.86","TCP","66","57046 > 80 [ACK] Seq=2 Ack=2 Win=131744 Len=0 TSval=1626195162 TSecr=1036149030"
"2810","7.229242000","74.121.142.217","172.20.7.83","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2811","7.229328000","172.20.7.83","74.121.142.217","TCP","54","57033 > 443 [ACK] Seq=709 Ack=3188 Win=261856 Len=0"
"2813","7.236472000","103.37.72.22","172.20.7.83","TCP","54","80 > 56978 [ACK] Seq=192 Ack=526 Win=15744 Len=0"
"2814","7.241217000","104.70.72.220","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2815","7.241308000","172.20.7.83","104.70.72.220","TCP","66","57029 > 443 [ACK] Seq=379 Ack=3476 Win=130816 Len=0 TSval=1626195174 TSecr=1027844109"
"2816","7.242906000","104.70.72.220","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2817","7.242982000","172.20.7.83","104.70.72.220","TCP","66","57028 > 443 [ACK] Seq=379 Ack=3476 Win=130816 Len=0 TSval=1626195175 TSecr=1027844111"
"2818","7.245929000","52.6.101.202","172.20.7.83","TCP","66","80 > 57021 [ACK] Seq=1 Ack=425 Win=19072 Len=0 TSval=2116119496 TSecr=1626195041"
"2819","7.251181000","52.6.101.202","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"2820","7.251186000","52.6.101.202","172.20.7.83","HTTP","1018","HTTP/1.1 200 OK  (text/javascript)"
"2821","7.251261000","172.20.7.83","52.6.101.202","TCP","66","57021 > 80 [ACK] Seq=425 Ack=2401 Win=129344 Len=0 TSval=1626195183 TSecr=2116119502"
"2822","7.253215000","74.125.228.237","172.20.7.83","TCP","66","443 > 57060 [ACK] Seq=1 Ack=518 Win=43648 Len=0 TSval=226519214 TSecr=1626195129"
"2823","7.253449000","74.125.228.237","172.20.7.83","TLSv1.2","220","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"2824","7.253512000","172.20.7.83","74.125.228.237","TCP","66","57060 > 443 [ACK] Seq=518 Ack=155 Win=131712 Len=0 TSval=1626195185 TSecr=226519214"
"2825","7.265963000","216.38.162.131","172.20.7.83","TLSv1.2","141","Change Cipher Spec, Encrypted Handshake Message"
"2826","7.266049000","172.20.7.83","216.38.162.131","TCP","66","57030 > 443 [ACK] Seq=597 Ack=3501 Win=130976 Len=0 TSval=1626195197 TSecr=699410542"
"2827","7.269086000","216.38.162.131","172.20.7.83","TLSv1.2","141","Change Cipher Spec, Encrypted Handshake Message"
"2828","7.269167000","172.20.7.83","216.38.162.131","TCP","66","57031 > 443 [ACK] Seq=597 Ack=3501 Win=130976 Len=0 TSval=1626195200 TSecr=699410543"
"2829","7.276397000","216.58.216.102","172.20.7.83","TCP","66","80 > 57055 [ACK] Seq=1 Ack=1191 Win=44928 Len=0 TSval=3539166699 TSecr=1626195140"
"2830","7.293447000","172.20.7.83","85.114.159.76","TCP","78","57061 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626195222 TSecr=0 SACK_PERM=1"
"2831","7.296635000","172.20.7.83","74.125.228.237","TLSv1.2","282","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"2832","7.306444000","119.254.11.66","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"2833","7.306448000","119.254.11.66","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"2834","7.306528000","172.20.7.83","119.254.11.66","TCP","66","56993 > 80 [ACK] Seq=420 Ack=2897 Win=128864 Len=0 TSval=1626195233 TSecr=2407028863"
"2835","7.306592000","119.254.11.66","172.20.7.83","TCP","738","[TCP segment of a reassembled PDU]"
"2836","7.306595000","119.254.11.66","172.20.7.83","TCP","68","[TCP segment of a reassembled PDU]"
"2837","7.306596000","119.254.11.66","172.20.7.83","HTTP","304","HTTP/1.1 200 OK  (text/html)"
"2838","7.306631000","172.20.7.83","119.254.11.66","TCP","66","56993 > 80 [ACK] Seq=420 Ack=3569 Win=128192 Len=0 TSval=1626195233 TSecr=2407028863"
"2839","7.306688000","172.20.7.83","119.254.11.66","TCP","66","56993 > 80 [ACK] Seq=420 Ack=3571 Win=128192 Len=0 TSval=1626195233 TSecr=2407028863"
"2840","7.306688000","172.20.7.83","119.254.11.66","TCP","66","56993 > 80 [ACK] Seq=420 Ack=3809 Win=127936 Len=0 TSval=1626195233 TSecr=2407028863"
"2841","7.307545000","172.20.7.83","119.254.11.66","TCP","66","[TCP Window Update] 56993 > 80 [ACK] Seq=420 Ack=3809 Win=131072 Len=0 TSval=1626195234 TSecr=2407028863"
"2842","7.309901000","172.20.7.83","216.58.216.234","TLSv1.2","104","Application Data"
"2843","7.310348000","172.20.7.83","216.58.216.234","TLSv1.2","355","Application Data"
"2844","7.325841000","172.20.7.83","104.87.153.86","TCP","66","57047 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626195251 TSecr=1036134876"
"2846","7.334727000","216.58.216.102","172.20.7.83","TCP","1484","[TCP segment of a reassembled PDU]"
"2847","7.334732000","216.58.216.102","172.20.7.83","TCP","1484","[TCP segment of a reassembled PDU]"
"2848","7.334819000","172.20.7.83","216.58.216.102","TCP","66","57055 > 80 [ACK] Seq=1191 Ack=2837 Win=129024 Len=0 TSval=1626195259 TSecr=3539166762"
"2849","7.335390000","216.58.216.102","172.20.7.83","HTTP","579","HTTP/1.1 200 OK  (text/html)"
"2850","7.335441000","172.20.7.83","216.58.216.102","TCP","66","57055 > 80 [ACK] Seq=1191 Ack=3350 Win=128512 Len=0 TSval=1626195259 TSecr=3539166762"
"2851","7.345768000","74.125.228.237","172.20.7.83","TLSv1.2","122","Application Data"
